id,name_kr,name_en
196328,은수미,Eun Su-mi
1964179,김명연,Kim Myeong-yeon
1964191,김성주,Kim Seong-ju
195812,서정달,Seo Jeong-dal
1964187,박수현,Park Su-hyeon
1964171,강석훈,Kang Seog-hun
19641100,윤영석,Yoon Yeong-seog
1964183,김진태,Kim Jin-tae
1948114,권만성,Kwon Man-seong
1947122,권병태,Kwon Byeong-tae
195414,최한별,Choi Han-byeol
1965183,이상규,Lee Sang-gyu
1928136,전봉삼,Jeon Bong-sam
196529,한정애,Han Jeong-ae
1965210,김현,Kim Hyeon
1966216,김미희,Kim Mi-hyi
1966174,김기식,Kim Gi-sig
1966217,김현숙,Kim Hyeon-sug
1966170,김윤덕,Kim Yun-deog
1966177,박완주,Park Wan-ju
1967147,송호창,Song Ho-cang
1967154,진성준,Jin Seong-jun
196723,진선미,Jin Seon-mi
1967139,홍익표,Hong Ig-pyo
1968141,홍지만,Hong Ji-man
1968212,배재정,Bae Jae-jeong
1968213,임수경,Lim Su-gyeong
189819,이열헌,Lee Yeol-heon
1969210,민현주,Min Hyeon-ju
1941137,박경선,Park Gyeong-seon
1941138,이신웅,Lee Sin-ung
1929125,임배영,Lim Bae-yeong
196916,김관영,Kim Gwan-yeong
1970129,박원석,Park Weon-seog
1971140,정호준,Jeong Ho-jun
1945112,차상열,Ca Sang-yeol
1972218,이언주,Lee Eon-ju
197515,이재영,Lee Jae-yeong
197614,문대성,Mun Dae-seong
197728,이자스민,Lee Ja-seu-min
198023,김재연,Kim Jae-yeon
198113,김광진,Kim Gwang-jin
1970130,서기호,Seo Gi-ho
1946120,지영길,Ji Yeong-gil
195717,안경평,Ahn Gyeong-pyeong
1936147,권혁준,Kwon Hyeog-jun
1946121,이훈국,Lee Hun-gug
1930131,장기언,Jang Gi-eon
1940143,정현채,Jeong Hyeon-cae
1935155,이택석,Lee Taeg-seog
1946122,정원섭,Jeong Weon-seob
1944126,장문영,Jang Mun-yeong
195616,정완립,Jeong Wan-rib
194621,김정숙,Kim Jeong-sug
194222,홍사임,Hong Sa-im
1939165,김재중,Kim Jae-jung
1904136,박건웅,Park Geon-ung
1964116,오경훈,Oh Gyeong-hun
1940145,임정조,Lim Jeong-jo
1938155,김정묵,Kim Jeong-mug
1941139,이광훈,Lee Gwang-hun
1940146,이형기,Lee Hyeong-gi
1948180,김석영,Kim Seog-yeong
1941140,이경용,Lee Gyeong-yong
1936145,권달수,Kwon Dal-su
1924115,최인술,Choi In-sul
1924121,류치송,Ryu Ci-song
1940147,최동화,Choi Dong-hwa
1934146,이한동,Lee Han-dong
1938156,정진영,Jeong Jin-yeong
1944127,정진일,Jeong Jin-il
1933143,김상원,Kim Sang-weon
1947123,강상섭,Kang Sang-seob
1939166,손명렬,Son Myeong-ryeol
1947125,안종목,Ahn Jong-mog
1939167,정동성,Jeong Dong-seong
1926119,신동균,Shin Dong-gyun
196114,장순식,Jang Sun-sig
193313,차진모,Ca Jin-mo
1939168,차진모,Ca Jin-mo
1946183,손태인,Son Tae-in
1933144,박형우,Park Hyeong-u
1937118,이창기,Lee Cang-gi
1935154,이창기,Lee Cang-gi
1931129,김정현,Kim Jeong-hyeon
194014,이종원,Lee Jong-weon
191919,표화영,Pyo Hwa-yeong
1931130,이종원,Lee Jong-weon
1930134,이주완,Lee Ju-wan
1936149,정봉철,Jeong Bong-ceol
195217,허순욱,Heo Sun-ug
1945114,이훈,Lee Hun
1968146,김한주,Kim Han-ju
1918112,김종익,Kim Jong-ig
189714,김덕규,Kim Deog-gyu
1933151,김식,Kim Sig
195813,이정춘,Lee Jeong-cun
1912112,장원진,Jang Weon-jin
193713,원성희,Weon Seong-hyi
1940115,김휘원,Kim Hwi-weon
1942151,박동일,Park Dong-il
195718,류재홍,Ryu Jae-hong
1938158,윤석민,Yoon Seog-min
19341103,나창주,Na Cang-ju
1945115,오윤수,Oh Yun-su
1930135,이재철,Lee Jae-ceol
195719,우창수,U Cang-su
1939171,이범윤,Lee Beom-yun
1932136,조병득,Cho Byeong-deug
1946130,성관실,Seong Gwan-sil
195218,오원진,Oh Weon-jin
1942152,박완규,Park Wan-gyu
1937161,이석환,Lee Seog-hwan
1929130,조철권,Cho Ceol-gweon
195617,민호기,Min Ho-gi
195918,류명규,Ryu Myeong-gyu
1933184,류돈우,Ryu Don-u
1937162,최병욱,Choi Byeong-ug
1947127,조병현,Cho Byeong-hyeon
1938160,이대희,Lee Dae-hyi
1931131,김세배,Kim Se-bae
1948123,이시우,Lee Si-u
1938161,류인명,Ryu In-myeong
1941143,김정신,Kim Jeong-sin
1947128,박찬중,Park Can-jung
1943140,인창원,In Cang-weon
1948124,장현관,Jang Hyeon-gwan
1925122,신정철,Shin Jeong-ceol
1938162,복진풍,Bog Jin-pung
1929126,박종관,Park Jong-gwan
1929127,성기범,Seong Gi-beom
1928139,류근환,Ryu Geun-hwan
1937163,장동찬,Jang Dong-can
1934149,이우성,Lee U-seong
1940149,서희종,Seo Hyi-jong
1946126,류영래,Ryu Yeong-rae
1933149,임인철,Lim In-ceol
1929128,황규영,Hwang Gyu-yeong
1940150,류훈근,Ryu Hun-geun
1948125,태기표,Tae Gi-pyo
194622,이강선,Lee Gang-seon
1932138,임철수,Lim Ceol-su
1929129,은종숙,Eun Jong-sug
1938163,류종기,Ryu Jong-gi
1950111,임희동,Lim Hyi-dong
195919,이평구,Lee Pyeong-gu
1927124,최규홍,Choi Gyu-hong
1934150,최낙철,Choi Nag-ceol
1946128,안철,Ahn Ceol
1946127,권영의,Kwon Yeong-yi
1940151,신호,Shin Ho
1950112,정재길,Jeong Jae-gil
1938166,최락도,Choi Rag-do
1941144,최규정,Choi Gyu-jeong
1930137,이창렬,Lee Cang-ryeol
1935160,원형연,Weon Hyeong-yeon
189715,최형규,Choi Hyeong-gyu
1935161,최지신,Choi Ji-sin
194129,김길자,Kim Gil-ja
1931132,두병우,Du Byeong-u
1939172,이승홍,Lee Seung-hong
1955110,차남륜,Ca Nam-ryun
19401123,강성구,Kang Seong-gu
1936151,윤상철,Yoon Sang-ceol
1939173,김장곤,Kim Jang-gon
1944130,양동주,Yang Dong-ju
1939174,황하택,Hwang Ha-taeg
1938167,허경만,Heo Gyeong-man
195219,신장호,Shin Jang-ho
1934151,기대웅,Gi Dae-ung
1952110,이익노,Lee Ig-no
1934152,이대순,Lee Dae-sun
1946129,최성희,Choi Seong-hyi
1930139,박성준,Park Seong-jun
1939142,류인학,Ryu In-hag
1934153,황규정,Hwang Gyu-jeong
1940152,노인옥,No In-og
1932139,박형오,Park Hyeong-o
1943141,이진탁,Lee Jin-tag
1937167,박광도,Park Gwang-do
1946131,백수근,Baeg Su-geun
1949115,정강주,Jeong Gang-ju
191017,정연식,Jeong Yeon-sig
1934154,김근수,Kim Geun-su
1940153,오경의,Oh Gyeong-yi
1947129,박도태,Park Do-tae
1947130,박준홍,Park Jun-hong
1948127,전우창,Jeon U-cang
1931134,이영화,Lee Yeong-hwa
195814,김재환,Kim Jae-hwan
1938168,고목훈,Ko Mog-hun
1930141,이용택,Lee Yong-taeg
1958112,장일,Jang Il
1942155,배영수,Bae Yeong-su
1942156,윤창한,Yoon Cang-han
1936154,김상윤,Kim Sang-yun
1965123,신택호,Shin Taeg-ho
1939179,최순열,Choi Sun-yeol
1933154,이규효,Lee Gyu-hyo
1957152,김균진,Kim Gyun-jin
1942157,이두한,Lee Du-han
1950113,손정만,Son Jeong-man
1940155,최영준,Choi Yeong-jun
19441104,안희석,Ahn Hyi-seog
1938170,심완구,Sim Wan-gu
1941145,이부,Lee Bu
1943142,이재부,Lee Jae-bu
1944131,백기환,Baeg Gi-hwan
1952112,정천석,Jeong Ceon-seog
1959110,김진국,Kim Jin-gug
1933155,김주호,Kim Ju-ho
1944132,김창원,Kim Cang-weon
195418,신건욱,Shin Geon-ug
1949116,조만후,Cho Man-hu
1951114,박홍기,Park Hong-gi
1934157,배명국,Bae Myeong-gug
1933156,최조환,Choi Jo-hwan
188011,경석조,Gyeong Seog-jo
1946132,박재규,Park Jae-gyu
1939180,조기석,Cho Gi-seog
1944133,제정훈,Je Jeong-hun
1938171,이학봉,Lee Hag-bong
1940156,최방광,Choi Bang-gwang
1931135,이찬석,Lee Can-seog
1896130,정연순,Jeong Yeon-sun
1937168,신상식,Shin Sang-sig
19381140,한명희,Han Myeong-hyi
196115,윤석헌,Yoon Seog-heon
1959111,손명석,Son Myeong-seog
1950114,신기섭,Shin Gi-seob
1940157,강창호,Kang Cang-ho
1953160,남명우,Nam Myeong-u
1934158,박진구,Park Jin-gu
1934159,반성우,Ban Seong-u
1939181,한춘기,Han Cun-gi
1935166,김진권,Kim Jin-gweon
1932140,곽후섭,Gwag Hu-seob
1941146,이종천,Lee Jong-ceon
19551121,최우원,Choi U-weon
1941147,강석정,Kang Seog-jeong
1938172,진종한,Jin Jong-han
1935168,김성범,Kim Seong-beom
1941148,강종호,Kang Jong-ho
1950115,이양화,Lee Yang-hwa
1941149,강지순,Kang Ji-sun
1931136,김홍수,Kim Hong-su
1936155,이내흔,Lee Nae-heun
1938173,심재섭,Sim Jae-seob
1930128,장기홍,Jang Gi-hong
1932141,장기홍,Jang Gi-hong
1935169,봉두완,Bong Du-wan
196221,허남주,Heo Nam-ju
1925124,최운상,Choi Un-sang
196124,송미화,Song Mi-hwa
1938174,노승우,No Seung-u
1952113,유윤석,Yu Yun-seog
1941150,유종열,Yu Jong-yeol
1918123,김세민,Kim Se-min
1945116,송차갑,Song Ca-gab
1934160,곽병기,Gwag Byeong-gi
1939182,김상두,Kim Sang-du
1940158,윤용,Yoon Yong
192721,윤금중,Yoon Geum-jung
1932163,이원배,Lee Weon-bae
1932142,고달준,Ko Dal-jun
1938175,유인현,Yu In-hyeon
192722,김정례,Kim Jeong-rye
19411145,차은수,Ca Eun-su
19541105,심윤조,Sim Yun-jo
1940159,송수강,Song Su-gang
1945117,조성국,Cho Seong-gug
194623,박종애,Park Jong-ae
1953114,소순관,So Sun-gwan
1940161,유양,Yu Yang
1952114,고영하,Ko Yeong-ha
195416,오세철,Oh Se-ceol
1943145,오세철,Oh Se-ceol
1949117,장성욱,Jang Seong-ug
1943146,나강수,Na Gang-su
1933159,류갑종,Ryu Gab-jong
1949118,정호근,Jeong Ho-geun
1941151,진형욱,Jin Hyeong-ug
1941152,최두환,Choi Du-hwan
1942160,나이균,Na I-gyun
1943147,김경은,Kim Gyeong-eun
196621,문순덕,Mun Sun-deog
1934163,나웅배,Na Ung-bae
1944134,유중현,Yu Jung-hyeon
1944135,나덕주,Na Deog-ju
1942161,박문수,Park Mun-su
1941155,신나게,Shin Na-ge
1946135,정성일,Jeong Seong-il
1944136,류민용,Ryu Min-yong
1938178,박장식,Park Jang-sig
1940163,김호산,Kim Ho-san
1935170,이충우,Lee Cung-u
1935171,왕제광,Wang Je-gwang
196312,정대균,Jeong Dae-gyun
19391155,김중위,Kim Jung-wi
1945119,고광철,Ko Gwang-ceol
1942162,김동규,Kim Dong-gyu
1905111,장범교,Jang Beom-gyo
1948120,황동현,Hwang Dong-hyeon
1951115,조상태,Cho Sang-tae
1939186,이흥록,Lee Heung-rog
1944137,임정남,Lim Jeong-nam
1942164,윤소년,Yoon So-nyeon
1949119,박상욱,Park Sang-ug
19141127,임래재,Lim Rae-jae
1936158,심상국,Sim Sang-gug
1955112,서종범,Seo Jong-beom
1940165,노경규,No Gyeong-gyu
1938179,박관용,Park Gwan-yong
1936159,허재홍,Heo Jae-hong
1939187,문정수,Mun Jeong-su
196517,임기배,Lim Gi-bae
1948131,권쌍현,Kwon Ssang-hyeon
1939188,백한기,Baeg Han-gi
1950116,윤도혁,Yoon Do-hyeog
1923184,지영춘,Ji Yeong-cun
19481131,정채하,Jeong Cae-ha
1924130,황인섭,Hwang In-seob
1942165,최달웅,Choi Dal-ung
1944138,이재국,Lee Jae-gug
1936163,홍성표,Hong Seong-pyo
1943133,유강열,Yu Gang-yeol
1944139,유강열,Yu Gang-yeol
1944140,홍순오,Hong Sun-o
1938180,최용수,Choi Yong-su
1939189,기우탁,Gi U-tag
1928148,윤만영,Yoon Man-yeong
1935174,박양식,Park Yang-sig
1941156,최규태,Choi Gyu-tae
1946140,나진우,Na Jin-u
1937172,문희갑,Mun Hyi-gab
1932134,정호용,Jeong Ho-yong
1930142,이종섭,Lee Jong-seob
1963135,노창동,No Cang-dong
1939144,김해석,Kim Hae-seog
193621,송화섭,Song Hwa-seob
1942127,진원규,Jin Weon-gyu
196116,서상학,Seo Sang-hag
1957112,박주철,Park Ju-ceol
19551108,김호연,Kim Ho-yeon
1929134,구자현,Gu Ja-hyeon
1956110,이원주,Lee Weon-ju
1942167,이강희,Lee Gang-hyi
1946137,김갑영,Kim Gab-yeong
1944141,조의춘,Cho Yi-cun
1939190,송선근,Song Seon-geun
1941158,조영장,Cho Yeong-jang
195815,전희식,Jeon Hyi-sig
1952116,황선진,Hwang Seon-jin
1953117,이기문,Lee Gi-mun
1947132,윤재걸,Yoon Jae-geol
1941159,신기하,Shin Gi-ha
195816,황광우,Hwang Gwang-u
1939191,이영일,Lee Yeong-il
1944142,최운용,Choi Un-yong
196117,정봉희,Jeong Bong-hyi
1937173,박행삼,Park Haeng-sam
1937174,김결,Kim Gyeol
1939120,박영규,Park Yeong-gyu
1951116,이관형,Lee Gwan-hyeong
193814,이관형,Lee Gwan-hyeong
1946189,송재호,Song Jae-ho
1938147,이형배,Lee Hyeong-bae
195013,이관형,Lee Gwan-hyeong
1933162,차상록,Ca Sang-rog
1933163,조영전,Cho Yeong-jeon
19601134,김성욱,Kim Seong-ug
196118,조진태,Cho Jin-tae
1935175,이식재,Lee Sig-jae
1940166,송재호,Song Jae-ho
1949121,오윤배,Oh Yun-bae
1943136,지대섭,Ji Dae-seob
1943148,김홍만,Kim Hong-man
1947133,정희원,Jeong Hyi-weon
196119,박영문,Park Yeong-mun
1946139,윤태현,Yoon Tae-hyeon
1925125,구자윤,Gu Ja-yun
1956111,선재규,Seon Jae-gyu
1933164,김문병,Kim Mun-byeong
1949122,이판돌,Lee Pan-dol
1935115,이호정,Lee Ho-jeong
1959113,임동현,Lim Dong-hyeon
1941161,홍대원,Hong Dae-weon
1935176,박두철,Park Du-ceol
1938182,이석용,Lee Seog-yong
1969133,서영신,Seo Yeong-sin
196316,안기석,Ahn Gi-seog
1943149,김길홍,Kim Gil-hong
1954169,한현규,Han Hyeon-gyu
1942121,김길홍,Kim Gil-hong
1950118,신철영,Shin Ceol-yeong
1942169,임무웅,Lim Mu-ung
1947134,김재석,Kim Jae-seog
1955114,임동섭,Lim Dong-seob
1938183,박규식,Park Gyu-sig
1944144,한재희,Han Jae-hyi
1943150,한상운,Han Sang-un
1937176,윤항렬,Yoon Hang-ryeol
1936162,유주봉,Yu Ju-bong
1955116,류인렬,Ryu In-ryeol
1953118,김성기,Kim Seong-gi
1947135,박인식,Park In-sig
1931138,김영광,Kim Yeong-gwang
1943151,윤근용,Yoon Geun-yong
195817,전성,Jeon Seong
1937177,조경목,Cho Gyeong-mog
196213,장용열,Jang Yong-yeol
1945122,장학수,Jang Hag-su
1941163,서정선,Seo Jeong-seon
1960183,조영상,Cho Yeong-sang
1960212,정옥임,Jeong Og-im
196214,전광표,Jeon Gwang-pyo
1938184,정기용,Jeong Gi-yong
1935180,황선정,Hwang Seon-jeong
1945156,박한서,Park Han-seo
19441115,이광웅,Lee Gwang-ung
1962146,양기대,Yang Gi-dae
1928149,최영덕,Choi Yeong-deog
1931140,우종림,U Jong-rim
1940168,박정무,Park Jeong-mu
1962197,권진회,Kwon Jin-hoe
1944145,이웅배,Lee Ung-bae
1955192,김용원,Kim Yong-weon
1961110,손광운,Son Gwang-un
1942170,김만,Kim Man
1911130,이도순,Lee Do-sun
1934168,조원석,Cho Weon-seog
1930143,안찬희,Ahn Can-hyi
1940169,이무역,Lee Mu-yeog
1927126,최종완,Choi Jong-wan
1957113,장만준,Jang Man-jun
1961199,강요식,Kang Yo-sig
1945110,김필기,Kim Pil-gi
1936167,김동관,Kim Dong-gwan
1950119,조대형,Cho Dae-hyeong
1936120,박영훈,Park Yeong-hun
195818,배진,Bae Jin
1937178,정수룡,Jeong Su-ryong
1953119,최욱철,Choi Ug-ceol
1944147,최각길,Choi Gag-gil
195011,김재철,Kim Jae-ceol
1941166,심재정,Sim Jae-jeong
1934169,이응선,Lee Eung-seon
1936165,엄영석,Eom Yeong-seog
195819,정웅교,Jeong Ung-gyo
196318,정운환,Jeong Un-hwan
193916,신민선,Shin Min-seon
1942173,정기호,Jeong Gi-ho
1928150,임광수,Lim Gwang-su
1952119,류병두,Ryu Byeong-du
1955117,이효식,Lee Hyo-sig
1931141,진치범,Jin Ci-beom
1934170,김순태,Kim Sun-tae
1934173,신영식,Shin Yeong-sig
19351121,정종택,Jeong Jong-taeg
1956113,신언관,Shin Eon-gwan
1934174,박준병,Park Jun-byeong
1942174,최옥종,Choi Og-jong
1948135,이규필,Lee Gyu-pil
1940171,박성문,Park Seong-mun
1935183,박주진,Park Ju-jin
1935140,이참수,Lee Cam-su
1941167,오대영,Oh Dae-yeong
1947137,백성남,Baeg Seong-nam
1955118,이하원,Lee Ha-weon
1938191,류한열,Ryu Han-yeol
1942176,임재길,Lim Jae-gil
1945123,김흥식,Kim Heung-sig
197622,이향희,Lee Hyang-hyi
1940172,조주형,Cho Ju-hyeong
1953121,박우석,Park U-seog
1943154,신영국,Shin Yeong-gug
196016,우희정,U Hyi-jeong
1949123,윤관식,Yoon Gwan-sig
1930144,조종구,Cho Jong-gu
193923,임연택,Lim Yeon-taeg
1951117,이인배,Lee In-bae
1936170,장기옥,Jang Gi-og
1939195,김현욱,Kim Hyeon-ug
195021,양승숙,Yang Seung-sug
1946142,이세윤,Lee Se-yun
1961114,정태용,Jeong Tae-yong
1953120,박병남,Park Byeong-nam
1936171,이연택,Lee Yeon-taeg
1941168,허위남,Heo Wi-nam
1938192,임광순,Lim Gwang-sun
1956114,신금철,Shin Geum-ceol
1940175,최주영,Choi Ju-yeong
1934178,채영석,Cae Yeong-seog
1948137,고세정,Ko Se-jeong
1942177,정원조,Jeong Weon-jo
19111150,장석삼,Jang Seog-sam
1937179,김원기,Kim Weon-gi
1935184,고명승,Ko Myeong-seung
1956115,김송철,Kim Song-ceol
1951118,장종현,Jang Jong-hyeon
1938193,조찬형,Cho Can-hyeong
19371133,허화평,Heo Hwa-pyeong
1938194,노귀철,No Gwi-ceol
1934179,강철선,Kang Ceol-seon
1941170,채의석,Cae Yi-seog
1938195,조남희,Cho Nam-hyi
19391176,이상배,Lee Sang-bae
1944150,류재석,Ryu Jae-seog
1953178,이인기,Lee In-gi
1930145,김봉현,Kim Bong-hyeon
1942178,함윤식,Ham Yun-sig
1954178,윤용근,Yoon Yong-geun
1950152,김택기,Kim Taeg-gi
1945124,유길수,Yu Gil-su
1940173,김덕영,Kim Deog-yeong
193915,이참수,Lee Cam-su
1938196,이계대,Lee Gye-dae
1944151,김강곤,Kim Gang-gon
1932146,유길종,Yu Gil-jong
1941172,김사석,Kim Sa-seog
1948138,이돈만,Lee Don-man
1928123,함태식,Ham Tae-sig
1934181,최장현,Choi Jang-hyeon
1958111,장정환,Jang Jeong-hwan
1929137,조순승,Cho Sun-seung
1928152,지연태,Ji Yeon-tae
1952189,최철국,Choi Ceol-gug
1935185,구용상,Gu Yong-sang
196622,신귀자,Shin Gwi-ja
1942179,류준상,Ryu Jun-sang
1953122,홍기훈,Hong Gi-hun
1955119,박판석,Park Pan-seog
1942180,조병수,Cho Byeong-su
1947138,김봉옥,Kim Bong-og
1933167,이종환,Lee Jong-hwan
1941164,김인규,Kim In-gyu
1953123,김인규,Kim In-gyu
1949124,김환수,Kim Hwan-su
1923117,유성범,Yu Seong-beom
1948139,문철성,Mun Ceol-seong
1955120,윤철영,Yoon Ceol-yeong
1949175,박종구,Park Jong-gu
1935110,우성구,U Seong-gu
1940174,김두영,Kim Du-yeong
196412,박성만,Park Seong-man
1939197,이육만,Lee Yug-man
1956116,오세동,Oh Se-dong
1937183,김창문,Kim Cang-mun
1931143,김문조,Kim Mun-jo
1942182,권천문,Kwon Ceon-mun
1953124,권혁구,Kwon Hyeog-gu
196017,이무호,Lee Mu-ho
1957115,권영일,Kwon Yeong-il
1938197,염길정,Yeom Gil-jeong
196018,도호기,Do Ho-gi
19211131,유승원,Yu Seung-weon
1940176,황병호,Hwang Byeong-ho
1927117,유학성,Yu Hag-seong
1941174,이동일,Lee Dong-il
1957116,성종대,Seong Jong-dae
1949127,서선호,Seo Seon-ho
196413,권대운,Kwon Dae-un
19411152,민병초,Min Byeong-co
1956117,제선수,Je Seon-su
1929138,권처흥,Kwon Ceo-heung
1954111,최갑식,Choi Gab-sig
1943112,송기태,Song Gi-tae
1959114,송기태,Song Gi-tae
1940177,허문도,Heo Mun-do
194421,이설혜,Lee Seol-hye
1936175,정동호,Jeong Dong-ho
1935179,정동호,Jeong Dong-ho
189613,정동호,Jeong Dong-ho
1935189,강정주,Kang Jeong-ju
1940178,구자호,Gu Ja-ho
1941176,하종만,Ha Jong-man
1933170,박성규,Park Seong-gyu
1963110,박종억,Park Jong-eog
19391100,이차군,Lee Ca-gun
1941177,정길원,Jeong Gil-weon
1934182,김채겸,Kim Cae-gyeom
1947139,오근섭,Oh Geun-seob
1955123,김대오,Kim Dae-o
1944154,허지성,Heo Ji-seong
196215,장대현,Jang Dae-hyeon
1954112,양동생,Yang Dong-saeng
1934183,김욱태,Kim Ug-tae
196216,홍재균,Hong Jae-gyun
1941178,오원환,Oh Weon-hwan
1948141,이현목,Lee Hyeon-mog
1949128,정태인,Jeong Tae-in
1944155,박진철,Park Jin-ceol
1946145,노무현,No Mu-hyeon
194323,임말시아,Lim Mal-si-a
1922112,김이준,Kim I-jun
197729,장하나,Jang Ha-na
1927127,강창성,Kang Cang-seong
1936176,이세기,Lee Se-gi
1959115,정한성,Jeong Han-seong
1943155,이천형,Lee Ceon-hyeong
1931144,조세형,Cho Se-hyeong
1934184,나병선,Na Byeong-seon
1954113,김상우,Kim Sang-u
1953127,설영주,Seol Yeong-ju
1953128,유명곤,Yu Myeong-gon
1951120,김명희,Kim Myeong-hyi
1942185,박석무,Park Seog-mu
193519,박종철,Park Jong-ceol
1951121,김충근,Kim Cung-geun
1947140,김희라,Kim Hyi-ra
1942136,김태웅,Kim Tae-ung
1947141,권왈순,Kwon Wal-sun
1938198,손윤준,Son Yun-jun
1957111,박상일,Park Sang-il
1935191,신인휴,Shin In-hyu
1934185,최상혁,Choi Sang-hyeog
1946133,김충일,Kim Cung-il
1945127,김충일,Kim Cung-il
1948143,조명원,Cho Myeong-weon
193614,강병진,Kang Byeong-jin
1938199,강병진,Kang Byeong-jin
19391102,채수호,Cae Su-ho
1947142,송영기,Song Yeong-gi
1935192,손세일,Son Se-il
1936111,손세일,Son Se-il
1959116,황호산,Hwang Ho-san
1941181,전대열,Jeon Dae-yeol
1948144,이철용,Lee Ceol-yong
1945129,고충석,Ko Cung-seog
1955124,조구성,Cho Gu-seong
1946146,유영래,Yu Yeong-rae
1928154,박종선,Park Jong-seon
1956120,박종선,Park Jong-seon
19391104,구판홍,Gu Pan-hong
1948145,장두환,Jang Du-hwan
1935193,이장희,Lee Jang-hyi
1944157,이래원,Lee Rae-weon
1958113,박경산,Park Gyeong-san
1934186,이의달,Lee Yi-dal
1956121,백용호,Baeg Yong-ho
195225,한명희,Han Myeong-hyi
195921,장영선,Jang Yeong-seon
1940181,박범진,Park Beom-jin
196421,고순례,Ko Sun-rye
1946147,김충현,Kim Cung-hyeon
1940180,고명관,Ko Myeong-gwan
1958114,장신규,Jang Sin-gyu
1924117,이찬혁,Lee Can-hyeog
1950122,한기찬,Han Gi-can
1948147,서경석,Seo Gyeong-seog
1948148,권영빈,Kwon Yeong-bin
1947144,구본태,Gu Bon-tae
1956122,이두엽,Lee Du-yeob
1945130,최덕수,Choi Deog-su
196217,김용범,Kim Yong-beom
1945131,이재실,Lee Jae-sil
19391106,노만석,No Man-seog
196414,이승철,Lee Seung-ceol
1941184,구창림,Gu Cang-rim
1954117,유지준,Yu Ji-jun
1946149,한경남,Han Gyeong-nam
1940182,최영한,Choi Yeong-han
1935196,김인동,Kim In-dong
1947165,이강욱,Lee Gang-ug
19391107,박실,Park Sil
1952124,전홍기,Jeon Hong-gi
1942187,김우중,Kim U-jung
1929140,천병학,Ceon Byeong-hag
1955125,이강언,Lee Gang-eon
1954118,김기정,Kim Gi-jeong
189818,임병철,Lim Byeong-ceol
196415,함운경,Ham Un-gyeong
1941128,김수일,Kim Su-il
1950123,권태오,Kwon Tae-o
1942188,곽일훈,Gwag Il-hun
1944169,이일구,Lee Il-gu
1943157,곽일,Gwag Il
1942189,도승희,Do Seung-hyi
1948149,차만영,Ca Man-yeong
1944121,최수영,Choi Su-yeong
194122,안방자,Ahn Bang-ja
1942190,강동연,Kang Dong-yeon
1941110,홍성우,Hong Seong-u
19381101,홍성우,Hong Seong-u
196416,김종영,Kim Jong-yeong
1936178,노재봉,No Jae-bong
1940183,양문희,Yang Mun-hyi
194821,성명선,Seong Myeong-seon
1944158,정성철,Jeong Seong-ceol
19391108,이태섭,Lee Tae-seob
1965110,이재경,Lee Jae-gyeong
1932155,김종완,Kim Jong-wan
1956124,김희완,Kim Hyi-wan
1941186,정남,Jeong Nam
1945120,정남,Jeong Nam
1959117,김흥현,Kim Heung-hyeon
1947145,최한수,Choi Han-su
1937187,김병태,Kim Byeong-tae
1952127,박인제,Park In-je
1937157,이응철,Lee Eung-ceol
1945133,박태희,Park Tae-hyi
194212,허경구,Heo Gyeong-gu
1939185,손은봉,Son Eun-bong
1931127,노병구,No Byeong-gu
1941187,손은봉,Son Eun-bong
1961115,김준호,Kim Jun-ho
1960112,동용일,Dong Yong-il
19551128,안효대,Ahn Hyo-dae
1948121,곽인수,Gwag In-su
1937188,곽정출,Gwag Jeong-cul
19391109,백영주,Baeg Yeong-ju
1945134,신순기,Shin Sun-gi
1959118,조영만,Cho Yeong-man
19411100,차종태,Ca Jong-tae
1930147,허정기,Heo Jeong-gi
19381103,서명택,Seo Myeong-taeg
1934188,조평래,Cho Pyeong-rae
197723,정현정,Jeong Hyeon-jeong
1961116,송영웅,Song Yeong-ung
1941188,마청,Ma Ceong
196219,정상원,Jeong Sang-weon
1942191,황상수,Hwang Sang-su
1949132,왕세창,Wang Se-cang
1941189,허종복,Heo Jong-bog
1944159,김호길,Kim Ho-gil
1932129,김동규,Kim Dong-gyu
194223,서이남,Seo I-nam
1948150,조운규,Cho Un-gyu
1946151,김운환,Kim Un-hwan
1944160,한이헌,Han I-heon
19391110,김해규,Kim Hae-gyu
1937189,이기택,Lee Gi-taeg
1954115,이기택,Lee Gi-taeg
1935142,정정휴,Jeong Jeong-hyu
1950125,박호원,Park Ho-weon
1946152,김기재,Kim Gi-jae
1953129,문희탁,Mun Hyi-tag
1930133,조병봉,Cho Byeong-bong
19601146,윤관석,Yoon Gwan-seog
1947148,김기우,Kim Gi-u
1935197,서석재,Seo Seog-jae
197712,성정훈,Seong Jeong-hun
1941190,강신수,Kang Sin-su
1958115,김도강,Kim Do-gang
1937190,문용한,Mun Yong-han
1941191,이황규,Lee Hwang-gyu
19601107,박용규,Park Yong-gyu
1940185,김도언,Kim Do-eon
1959120,이병태,Lee Byeong-tae
1936172,박정웅,Park Jeong-ung
1941192,박정웅,Park Jeong-ung
1954119,김석근,Kim Seog-geun
1952111,정석교,Jeong Seog-gyo
1937191,유흥수,Yu Heung-su
1950126,차재철,Ca Jae-ceol
1956192,박경철,Park Gyeong-ceol
1955127,박중기,Park Jung-gi
1946157,조성진,Cho Seong-jin
1945136,이희웅,Lee Hyi-ung
193421,박정진,Park Jeong-jin
1951123,신인식,Shin In-sig
